question,answer
"Dale verkauft Butterscotch-Süßigkeiten, um Geld für seinen Verein in der Schule zu sammeln. Er hat die Süßigkeiten noch nicht und nimmt stattdessen nur Bestellungen entgegen. Er fing mit insgesamt 100 an, die er bestellte und verkaufen wollte, aber am Ende verkaufte er 150 Butterscotch-Süßigkeiten. Dann bestellte er 100 weitere. Wie viele muss Dale noch verkaufen, um alle seine Süßigkeiten zu verkaufen?","Dale beginnt mit dem Verkauf von 100 Butterscotch-Süßigkeiten, die er bestellt hat, aber am Ende verkauft er 150, 100 - 150 = <<100-150=-50>> -50 Süßigkeiten. Also bestellt Dale 100 weitere Süßigkeiten, um das Defizit auszugleichen und noch mehr zu verkaufen, -50 Süßigkeiten + 100 Süßigkeiten = <<100-50=50>> 50 Süßigkeiten, die Dale noch übrig hat und noch verkaufen muss. #### 50"
"In einem Jahr verdoppelt sich die Zahl der Studenten am Ende eines jeden Monats. Wenn es zu Beginn des Jahres 10 Studenten auf dem Campus gibt, wie viele weitere Studenten hätten sich bis Ende Mai angeschlossen, über die Zahl der Studenten hinaus, die bereits zu Beginn des Jahres auf dem Campus waren?","Ende Januar verdoppelt sich die Zahl der Studierenden auf 2*10= <<2*10=20>> 20 Ende Februar erhöht sich die Zahl der Studierenden auf 2*20= <<2*20=40>> 40 Ende März verdoppelt sich die Zahl der Studierenden auf 2*40= <<2*40=80>> 80 Ende April beträgt die Zahl der Studierenden 2*80= <<2*80=160>> 160 Ende Mai hat sich die Zahl der Studierenden verdoppelt auf 2*160= <<2*160=320>> 320 Wenn es anfangs 10 Studierende gäbe, würden 320-10= <<320-10=310>> 310 Studierende bis Ende Mai auf dem Campus sein. #### 310"
"Felix bemerkt, dass Kinder in der Nachbarschaft immer Dinge in Bäumen stecken. Da er ein erfahrener Baumkletterer ist, beschloss er, Kindern zu berechnen, wenn sie ihre Sachen rausbringen. Er berechnet je nachdem, wie hoch er klettern muss. Jeder Zweig, auf den er klettern muss, kostet 25 Dollar. Innerhalb der Woche verdiente er 105 Dollar. Wie viele Äste hat er im Durchschnitt pro Tag geklettert?",Er kletterte insgesamt 420 Zweige weil 105 / .25 = <<105/.25=420>> 420 Er kletterte durchschnittlich 60 Zweige pro Tag weil 420 / 7 = <<420/7=60>> 60 #### 60
"Rose ist draußen und pflückt Blumen für eine Vase, die sie füllen will. Zuerst pflückt sie drei Blüten mit jeweils fünf Blütenblättern. Dann pflückt sie 4 Blüten mit jeweils 6 Blütenblättern. Dann fügt sie weitere 5 Blüten mit jeweils 4 Blütenblättern hinzu. Schließlich pflückt sie 6 Blüten mit jeweils 7 Blütenblättern. Als sie die Blumen herüberträgt, um die Vase zu füllen, lässt sie jeweils eine fallen und der Wind weht sie weg. Sie legt die restlichen Blumen in die Vase. Wie viele Blütenblätter sind insgesamt auf den Blumen in der Vase?",Rose pflückt 3*5= <<3*5=15>> 15 Blütenblätter aus den 5 Blütenblättern. Rose pflückt dann 4*6= <<4*6=24>> 24 Blütenblätter aus den 6 Blütenblättern. Rose pflückt dann 5*4= <<5*4=20>> 20 Blütenblätter aus den 4 Blütenblättern. Schließlich pflückt Rose 6*7= <<6*7=42>> 42 Blütenblätter aus den 7 Blütenblättern. Rose trägt Blumen im Wert von 15+24+20+42= <<15+24+20+42=101>> 101 Blütenblättern zurück in die Vase. Aber der Wind weht 5+6+4+7= <<5+6+4+7=22>> von 22 Blütenblättern weg. Also hat Rose 101-22 = <<101-22=79>> 79 Blütenblätter im Wert von restlichen #### 79
"John und DeSean haben eine Tüte Marshmallows gekauft, um zusammen S'mores zu machen. In der Tasche sind 35 Marshmallows. Jeder S'more verwendet einen Marshmallow. Wenn John 9 S'mores macht, macht DeSean 9 S'mores, und Sie ließen 3 Marshmallows auf den Boden fallen, wie viele S'mores kann jedes Kind mit den Marshmallows in der Tasche haben?","Sie haben 21 Marshmallows verbraucht, weil 9 plus 9 plus 3 gleich <<9+9+3=21>> 21 ist. Es sind 14 Marshmallows übrig, weil 35 minus 21 gleich <<35-21=14>> 14 ist. Jeder von ihnen kann 7 mehr machen, weil 14 geteilt durch 2 gleich <<14/2=7>> 7 ist. #### 7"
"Eine neue Spielhalle öffnet sich und Jack beschließt, mit seinen 3 Freunden zu spielen. Jack kann ein Spiel mit einem Viertel für 20 Minuten spielen. Zwei seiner Freunde sind deutlich schlechter als er und können nur halb so lange spielen. Einer von ihnen ist deutlich besser und kann 1,5-mal so lange spielen. Sie spielen 4 Stunden lang. Wie viel Geld wird verwendet?",Jack legt Wechselgeld in 60/20= <<60/20=3>> 3 mal pro Stunde also gibt er aus 3*.25=$ <<3*.25=.75>> .75 pro Stunde Seine zwei Freunde addieren Wechselgeld 3*2= <<3*2=6>> 6 mal pro Stunde also geben sie aus 6*.25=$ <<6*.25=1.5>> 1.5 pro Stunde Sein letzter Freund legt Geld 3/1.5= <<3/1.5=2>> 2 mal pro Stunde also gibt er aus 2*.25=$ <<2*.25=.50>> .50 pro Stunde also insgesamt geben sie aus .75+1.5+5=$ <<.75+1.5+.5=2.75>> 2.75 pro Stunde also geben sie aus 2.75*4=$ <<2.75*4=11>> 11 in den 4 Stunden #### 11
"Tanya macht aus Salz, Öl, Duftstoff, Zitrusfrüchten und Zucker einen Salzschrub. Sie verdient jedes Mal genug, um ein 10-Unzen-Glas zu füllen. Sie verwendet die gleiche Menge Zitrus als Duftstoff und die gleiche Menge Salz als Zucker. Sie verbraucht doppelt so viel Öl wie Salz und doppelt so viel Salz wie Zest. Wie viele Unzen Öl benutzt sie?","Lass Z die Unzen Zest sein, die Tanya benutzt. Tanya verwendet die gleiche Menge an Duftstoff wie Zest, also verwendet sie Z + Z = 2Z Duftstoff und Zest. Sie benutzt doppelt so viel Salz wie Zest, also benutzt sie 2Z-Salz. Sie verbraucht die gleiche Menge Zucker wie Salz, also verwendet sie 2Z + 2Z + 2Z = <<2+2+2=6>> 6Z Duft, Zest, Salz und Zucker. Sie benutzt doppelt so viel Öl wie Salz, also benutzt sie 2 * 2Z = <<2*2=4>> 4Z Öl. Insgesamt verbraucht sie 6Z + 4Z = 10Z = <<6+4=10>> 10 Unzen Duftstoff, Zest, Salz, Zucker und Öl. So verwendet sie Z = 10 / 10 = <<10/10=1>> 1 Unze Zest. Daher verbraucht Tanya 4 Unzen Öl. #### 4"
John geht auf den Markt und kauft 3 Ziegen für jeweils 500 Dollar und 2 Kühe für jeweils 1.500 Dollar. Wie viel Geld hat er ausgegeben?,Die Ziegen kosten 3*500=$ <<3*500=1500>> 1500 Die Kühe kosten 2*1500=$ <<2*1500=3000>> 3000 Also insgesamt gibt er 1500+3000=$ <<1500+3000=4500>> 4500 #### 4500 aus
Paul braucht 63 Cupcakes für eine Geburtstagsfeier am Samstag. Er hat schon 8 Schoko-Cupcakes und 40 Toffee-Cupcakes. Wie viele Cupcakes soll Paul noch kaufen?,Die Gesamtzahl der Schokolade- und Toffee-Cupcakes beträgt 8 + 40 = <<8+40=48>> 48. Paul sollte 63 - 48 = <<63-48=15>> 15 weitere Cupcakes kaufen. #### 15
"Joe hat doppelt so viele Autos wie Robert. Er verkauft 20% davon und gibt doppelt so viele Autos weg, wie er seiner Mutter verkauft hat. Wenn Robert 20 Autos hat, wie viele Autos hat dann Joe, nachdem er sie verkauft hat und einige seiner Mutter gegeben hat?","Wenn Robert 20 Autos hat, und Joe hat doppelt so viele Autos wie Robert, hat Joe 2 x 20 = 40 Autos. Er verkauft dann 20/100*40= <<20/100*40=8>> 8 Autos aus seiner Autosammlung. Nachdem er 8 Autos verkauft hat, bleibt Joe mit 40-8= <<40-8=32>> 32 Autos übrig. Joe gibt dann doppelt so viele Autos weg, wie er seiner Mutter verkauft hat, insgesamt 2*8= <<2*8=16>> 16 Autos. Die Anzahl der Autos, die Joe übrig hat, nachdem er 16 Autos seiner Mutter gegeben hat, ist 32-16 = <<32-16=16>> 16 #### 16"
"Zwanzig Studenten arbeiten zusammen, um Geld für eine Wohltätigkeitsorganisation zu sammeln. Jeder verdient den gleichen Betrag. Die Wohltätigkeitsorganisation sammelt insgesamt 175.000 Dollar. 50.000 Dollar kommen von Organisationen und der Rest von den Studenten. Wie viel hat jeder Schüler gesammelt?","Der von allen Studenten gesammelte Betrag betrug 175.000-50.000 = <<175000-50000=125000>> 125.000 Dollar. Der von jedem Schüler gesammelte Betrag betrug 125.000/20 = <<125000/20=6250>> 6.250 Dollar. #### 6 , 250"
"Sandy ging an einem bestimmten Tag acht Stunden lang von Holloway Shores nach Sun Valley Shores. Sie ging auch die Hälfte so viele Stunden am zweiten Tag, wie sie ging am ersten Tag, um Hollock Tal Ufer. Berechnen Sie die Gesamtzeit, die Sandy benötigt hat, um in den zwei Tagen zu laufen, in Minuten.","Wenn sie am zweiten Tag halb so viele Stunden ging wie am ersten Tag, ging sie am zweiten Tag 1/2*8 = <<8*1/2=4>> 4 Stunden. Die gesamte Zeit, die Sandy in den zwei Tagen gelaufen ist, ist 8+4 = <<8+4=12>> 12 Stunden. Da eine Stunde 60 Minuten hat, ging Sandy in den beiden Tagen 12*60 = <<12*60=720>> 720 Minuten. #### 720"
"Hunter zählte 50 Autos auf dem Parkplatz der Schule, als er eines Morgens den Unterricht besuchte. Während der ersten Pause zählte er 20 weitere Autos auf dem Parkplatz. Als er zur Mittagspause aus dem Unterricht kam, bemerkte er, daß die Hälfte der Autos auf dem Parkplatz verschwunden war. Wie viele Autos hat er in der Mittagspause gezählt?","Während der ersten Pause sah er 20 weitere Autos auf dem Parkplatz, das sind insgesamt 50 + 20 = <<50+20=70>> 70 Autos Als er zur Mittagspause ging, zählte er und bemerkte, dass nur die Hälfte der Anzahl der Autos anwesend war, das ist 1/2 * 70 = 35 Autos. #### 35"
"John arbeitet 30 Arbeitszyklen am Tag. Jeder Zyklus hat 5 verschiedene Aufgaben und jede Aufgabe zahlt 1,20 Dollar. Wie viel verdient er, wenn er 7 Tage die Woche arbeitet?","Jeder Zyklus zahlt 5*$1.2=$<<5*1.2=6>> 6 Das bedeutet, er verdient $6*30=$<<6*30=180>> 180 pro Tag Also verdient er $180*7=$<<180*7=1260>> 1260 pro Woche #### 1260"
"Sasha und Julie sind beste Freunde, die in gegnerischen Basketballmannschaften spielen. Die Teams haben zwei Trainingsspiele geplant. Im ersten Spiel hatte Sasha den Heimvorteil und erzielte 14 Punkte. Julie erzielte 4 Punkte weniger als Sasha im selben Spiel. Sasha hat immer Probleme bei Auswärtsspielen und ihr zweites Spiel war auf Julies Heimplatz. Sasha erzielte im zweiten Spiel 6 Punkte weniger als Julie im ersten Spiel. Wie viele Punkte hat Sasha in beiden Spielen gesammelt?","Im ersten Spiel erzielte Sasha 14 Punkte und Julie vier Punkte weniger: 14-4 = <<14-4=10>> 10 Punkte. Im zweiten Spiel erzielte Sasha 6 Punkte weniger als Julies Punktzahl im ersten Spiel, was bedeutet, dass sie 10-6 = <<10-6=4>> 4 Punkte erzielte. Sasha erzielte 10+4= <<10+4=14>> 14 Punkte in den beiden Spielen. #### 14"
Kimberly kaufte 8 Päckchen Katzenfutter und 6 Päckchen Hundefutter. Jede Verpackung von Katzenfutter enthielt 11 Dosen und jede Verpackung von Hundefutter enthielt 6 Dosen. Wie viele Dosen Katzenfutter hat Kimberly mehr gekauft als Hundefutter?,"Die Anzahl der Katzenfutterdosen, die Kimberley gekauft hat, ist 8 × 11 = <<8*11=88>> 88. Während die Anzahl der Hundefutterdosen, die sie gekauft hat, 6 × 6 = <<6*6=36>> 36 ist. Es gibt 88 - 36 = <<88-36=52>> 52 mehr Dosen Katzenfutter als Hundefutter. #### 52"
"Becca, Smendrick und PJ haben eine Sammlung von Magic Cards. Es gibt insgesamt 341 Karten. Becca hat zwölf Karten mehr als Smendrick, und Smendrick hat dreimal so viele Karten wie PJ. Wie viele Karten hat Becca?","Lassen Sie x die Anzahl der Karten darstellen, die PJ hat Smendrick:3x Becca:3x+12 Summe:x+3x+3x+12=341 7x+12=341 7x=329 x= <<47=47>> 47 Karten Becca:3(47) +12=153 Karten #### 153"
"Am Ostersonntag ging Cindy in den Stadtpark, um an der Oster-Ei-Jagd teilzunehmen, und endete mit einem Korb voller Eier. Sie hatte 5 grüne, doppelt so viele blaue wie grüne, ein weniger rosa als blaue Eier, und ein Drittel so viele gelbe Eier wie rosa Eier. Wie viele Eier hatte Cindy insgesamt?","Sie hat doppelt so viele blaue Eier wie grüne Eier, also hat sie 5 * 2 = <<5*2=10>> 10 blaue Eier. Sie hat ein weniger rosa Ei als blaue Eier, also hat sie 10 - 1 = <<10-1=9>> 9 rosa Eier. Und schließlich hat sie ein Drittel so viele gelbe Eier wie rosa Eier, also hat sie 9 / 3 = <<9/3=3>> 3 gelbe Eier. Zusammengezählt hat sie 5 grüne + 10 blaue + 9 rosa + 3 gelbe = <<5+10+9+3=27>> 27 Eier. #### 27"
"Milly muss ein Buch zurückgeben, für das sie entschieden hat, dass es wirklich langweilig ist. Das Buch wiegt 4 Pfund, kostet 32 Dollar und muss an ein 20 Meilen entferntes Vertriebszentrum zurückgeschickt werden. Wenn die Reederei 0,35 $ pro Pfund plus 0,08 $ pro Meile berechnet, und Amazon wird nur 75% des Kaufpreises des Buches zurückerstatten, wie viel Geld wird Milly verlieren?","Milly bekommt von Amazon $ 32 * .75 = $ <<32*.75=24>> 24 zurück, sobald das Buch zurückgegeben wird. Sie wird $32 - 24 = $<<32-24=8>> 8 verlieren, wenn das Buch zurückgegeben wird. Der erste Teil der Versandkosten beträgt 0,35 $ pro Pfund * 4 Pfund = $ <<0.35*4=1.40>> 1,40 Der zweite Teil der Versandkosten beträgt 0,08 $ pro Meile * 20 Meilen = $ <<0.08*20=1.60>> 1,60 Milly verliert $ 8 + $ 1,40 + $ 1,60 = $ <<8+1.4+1.6=11>> 11 #### 11"
Mulan hat 40 Dollar. Ihr Vater gab ihr 100 Dollar. Sie kauft zwei Jeans für 30 Dollar und eine Tasche für 20 Dollar. Wie viel Geld hat Mulan noch?,Mulan hat insgesamt $40 + $100 = $<<40+100=140>> 140. Zwei Jeans kosten 2 x $30 = $ <<2*30=60>> 60. Somit gibt Mulan insgesamt $60 + $20 = $<<60+20=80>> 80 aus. Daher hat Mulan $ 140 - $ 80 = $ <<140-80=60>> 60 übrig. #### 60
Boris besitzt eine Schokoladenfabrik. Er produziert jeden Monat 50.000 Schokoladenstücke. Boris produziert 8.000 Schokoladenriegel in der ersten Woche. In der zweiten Woche produziert Boris nur halb so viel wie in der ersten Woche. Aber in der dritten Woche produziert Boris dreimal so viel wie in der ersten Woche. Wie viel produziert er in der vierten Woche?,"In der zweiten Woche produziert Boris 8.000/2 = <<8000/2=4000>> 4.000 Schokoladenstücke. In der dritten Woche produziert Boris 8.000*3 = <<8000*3=24000>> 24.000 Schokoladenstücke. In den ersten drei Wochen produziert Boris 8.000+4.000+24.000 = <<8000+4000+24000=36000>> 36.000 Schokoladenstücke In der vierten Woche produziert Boris 50.000-36.000 = <<50000-36000=14000>> 14.000 Schokoladenstücke. #### 14 ,000"
"Britany zeichnet jede Woche 18 4-minütige TikTok-Videos auf. Sie verbringt 2 Stunden pro Woche damit, Amateurlieder zu schreiben, um auf TikTok zu singen, und 15 Minuten sechs Tage pro Woche, um ihr Make-up zu machen, bevor sie sich für TikTok filmt. Wie viel Zeit verbringt Britany in einem Monat mit vier Wochen auf TikTok?","Finden Sie zunächst heraus, wie lange Britany damit verbringt, die Videos aufzunehmen: 18 Videos * 4 Minuten/Video = <<18*4=72>> 72 Minuten Dann finden Sie heraus, wie lange sie damit verbringt, Songs in Minuten zu schreiben: 2 Stunden * 60 Minuten/Stunde = <<2*60=120>> 120 Minuten Dann finden Sie heraus, wie lange Britany damit verbringt, ihr Make-up in einer Woche zu machen: 15 Minuten/Tag * 6 Tage/Woche = <<15*6=90>> 90 Minuten/Woche Dann addieren Sie die Zeit, die sie mit Videos und Songwriting verbringt, um die Gesamtzeit zu finden, die sie in einer Woche auf TikTok verbringt: 72 Minuten/Woche + 90 Minuten/Woche + 120 Minuten/Woche = <<72+90+120=282>> 282 Minuten/Woche Dann multiplizieren Sie die Zeit pro Woche mit der Anzahl der Wochen pro Monat, um die Gesamtzeit pro Monat zu finden: 282 Minuten/Woche * 4 Wochen/Monat = <<282*4=1128>> 1128 Minuten/Monat #### 1128"
"Ein Innenarchitekturbüro bietet die Installation für 129,00 Dollar an. Dazu gehören 4 Spiegel, 2 Regale, 1 Kronleuchter und 10 Bilder. Sie installieren zusätzliche Gegenstände für zusätzliche 15 Dollar pro Stück. Angela hat 6 Spiegel und 2 Kronleuchter und 20 Bilder, die sie installieren/hängen muss. Wie viel wird sie das kosten?","Der Service beinhaltet 4 Spiegel und sie hat 6 also das ist 6-4 = <<6-4=2>> 2 zusätzliche Spiegel Ein zusätzlicher Artikel ist ein zusätzlicher $15.00 also das ist 2*15 = $30.00 Der Service beinhaltet 1 Kronleuchter und sie hat 2 also das ist 2-1 = 1 zusätzlicher Kronleuchter Ein zusätzlicher Artikel ist ein zusätzlicher $15.00 also das ist 1*15 = $ <<1*15=15.00>> 15.00 Der Service beinhaltet 10 Bilder und sie hat 20 bis das ist 20-10 = <<20-10=10>> 10 zusätzliche Bilder Ein zusätzlicher Artikel ist ein zusätzlicher $15.00 also das ist 10*15 = $ <<10*15=150.00>> 150.00 Der Service kostet $129.00 und die zusätzlichen Spiegel sind $30.00, der Kronleuchter ist $15.00 und die Bilder sind $0.1500 für insgesamt 129+30+150 = $ <<129+30+15+150=324.00>> 324.00 #### 324"
"Roy hat 40% mehr Geld gespart, das er durch Hausarbeiten verdient hat, als sein Bruder Anthony. Anthony hat zehn Dollar mehr gespart als ihre Schwester Eva. Eva hat 20 Dollar gespart. Wie viel Geld hat Roy?","Anthony hat $10.00 mehr gespart als Eva, die $20.00 hat, also hat er 10+20 = $<<10+20=30.00>> 30.00 Roy hat 40% mehr gespart als sein Bruder, der $30.00 hat, also hat Roy gespart .40*30 = $12.00 Alles zusammen, Roy hat $12.00 mehr als sein Bruder, So ist es. Er hat 12 + 30 = $ <<12+30=42.00>> 42.00 #### 42"
"Naruto kann einen zehnmal höheren Berg heben als Kagiyami. Aber Kagiyami kann einen Berg viermal höher heben als Saskay. Und Saskay kann einen Berg zwölfmal höher heben als Pompei. Wenn Pompei einen Berg um einen Zentimeter heben kann, wie hoch kann Naruto einen Berg heben, in Fuß?","Wenn Pompeji einen Berg um einen Zentimeter heben kann, und Saskay kann einen Berg zwölfmal höher heben als Pompei. Dann ... Saskay kann einen Berg 12 mal 1 = 12 Zoll = 1 Fuß heben. Da Kagiyami einen Berg 4 mal höher als Saskay heben kann, dann kann Kagiyami einen Berg 4*1= <<4*1=4>> 4 Fuß heben. Und seit Naruto einen zehnmal höheren Berg als Kagiyami heben kann. Dann kann Naruto einen Berg 10*4= <<10*4=40>> 40 Fuß heben. #### 40"
"Mason ist auf seiner Fahrradreise mit einer Geschwindigkeit von 8 Meilen pro Stunde. Er fährt 4 Stunden, ruht sich aus und fährt dann weitere 6 Stunden weiter. Wie viele Meilen hat er insgesamt zurückgelegt?","Wenn Mason fährt 8 Meilen in einer Stunde, in vier Stunden, reiste er für 8 * 4 = <<8*4=32>> 32 Meilen. Nachdem er sich ausgeruht hatte, reiste Mason weitere 6 Stunden. und Da er mit 8 Meilen pro Stunde fuhr, hatte er 6*8 = <<6*8=48>> 48 Meilen nach den sechs Stunden zurückgelegt. Für die gesamte Reise reiste Mason 32+48 = <<32+48=80>> 80 Meilen. #### 80"
"Wenn drei Kängurus mit gleicher Geschwindigkeit insgesamt 18 Stunden brauchen, um eine Autobahn zu überqueren, wie viele Stunden brauchen dann vier Schildkröten, die jeweils die Hälfte der Geschwindigkeit eines Kängurus zurücklegen?","Wenn drei Kängurus mit gleicher Geschwindigkeit insgesamt 18 Stunden benötigen, um eine Autobahn zu überqueren, benötigt ein Känguru 18/3 = <<18/3=6>> 6 Stunden, um die Autobahn zu überqueren. Eine Schildkröte, die mit der Hälfte der Geschwindigkeit eines Kängurus fährt, braucht 2*6 = <<2*6=12>> 12 Stunden, um die Autobahn zu überqueren. Vier Schildkröten benötigen insgesamt 4*12 = <<4*12=48>> 48 Stunden, um die Autobahn zu überqueren. #### 48"
"Jada, Rory und Kora machen Tontafeln, die sie als Kunstwerk für ihr Schulprojekt präsentieren. Jada macht doppelt so viele Teller als Rory, während Rory 20 Teller mehr macht als Kora. Wenn Kora 20 Teller gemacht hat, wie viele Teller machen sie dann alle zusammen?","Wenn Kora 20 Teller machte, machte Rory 20 Teller + 20 Teller = <<20+20=40>> 40 Teller. Jada machte doppelt so viele Tontafeln wie Rory, was insgesamt 2 * 40 Tontafeln = <<2*40=80>> 80 Tontafeln ergibt. Die Gesamtzahl der von den dreien hergestellten Tontafeln beträgt 80 von Jada + 40 von Rory + 20 von Kora = <<80+40+20=140>> 140 Tontafeln #### 140"
"Erika spart für einen neuen Laptop. Der Laptop, den sie will, kostet 600 Dollar. Der Verkaufsassistent sagte ihr, wenn sie ihren alten Laptop eintauschen würde, würde der Preis des neuen um 200 Dollar gesenkt werden. Sie hält das für einen guten Deal und stimmt zu. Sie hat bereits etwas Ersparnis im Geldbeutel und wurde diese Woche auch für ihren Teilzeitjob mit 150 Dollar bezahlt. Ihre Mutter willigt ein, ihr $80 zu geben, um ihr zu helfen. Wenn Erika jetzt nur noch 50 Dollar mehr braucht, um den Laptop zu kaufen, wie viel Geld hat sie dann in ihrer Handtasche?","Der Verkauf des alten Laptops reduzierte die Kosten des neuen Laptops auf $ 600 $ 200 = $ <<600-200=400>> 400 Dollar. Wir wissen, dass sie noch nicht das ganze Geld hat, also hat sie tatsächlich $400 $50 = $<<400-50=350>> 350 Dollar. Ein Teil dieses Geldes kam von ihrer Mutter, so dass das Geld, das sie selbst hatte $ 350 $ 80 = $ <<350-80=270>> 270. Wenn man ihren Teilzeitlohn abzieht, ergibt sich, daß sie $270 $150 = $ <<270-150=120>> 120 in ihrem Geldbeutel hatte. #### 120"
